time,open,high,low,close,vol,weekday,day,week,month,year,hour,hour_sin,hour_cos,minute_block,minute_sin,minute_cos,london_session,ny_session,overlap_session,symbol,mean_std_open,mean_std_high,mean_std_low,mean_std_close,macd,boll_ub,boll_lb,rsi_30,dx_30,close_30_sma,close_60_sma,atr,returns_5,returns_24,volatility_ratio
2024-05-05 21:00:00+00:00,1.076,1.07613,1.076,1.07613,13.0,6,5,18,5,2024,21,-0.707107,0.707107,0,0.0,1.0,0,0,0,EURUSD,-1.964216634429377,-1.9749518304431462,-1.97055937193322,-1.9431051108968092,-0.467674,1.076542,1.075642,0.956916,0.366982,1.074899,1.073045,-0.387791,0.000177,-0.000269,0.000121
2024-05-05 21:05:00+00:00,1.07615,1.07625,1.07613,1.0762,12.0,6,5,18,5,2024,21,-0.707107,0.707107,1,0.5,0.866025,0,0,0,EURUSD,-1.9497098646034772,-1.9633911368015333,-1.9578017664376404,-1.9363548698167676,-0.440932,1.076471,1.075677,0.980246,0.370235,1.074911,1.073053,-0.385727,0.000242,-0.000297,0.000112
2024-05-05 21:10:00+00:00,1.07622,1.07632,1.07613,1.07614,99.0,6,5,18,5,2024,21,-0.707107,0.707107,2,0.866025,0.5,0,0,0,EURUSD,-1.9429400386847107,-1.9566473988439128,-1.9578017664376404,-1.9421407907425134,-0.411218,1.076431,1.075692,0.957794,0.373644,1.074922,1.07306,-0.381858,0.000186,-0.000483,0.000177
2024-05-05 21:15:00+00:00,1.07615,1.07622,1.07613,1.07622,5.0,6,5,18,5,2024,21,-0.707107,0.707107,3,1.0,0.0,0,0,0,EURUSD,-1.9497098646034772,-1.96628131021194,-1.9578017664376404,-1.9344262295081904,-0.375562,1.076387,1.075715,0.984562,0.37704,1.074934,1.073068,-0.382116,0.00026,-0.000325,8.4e-05
2024-05-05 21:20:00+00:00,1.07625,1.07632,1.07613,1.07628,13.0,6,5,18,5,2024,21,-0.707107,0.707107,4,0.866025,-0.5,0,0,0,EURUSD,-1.940038684719525,-1.9566473988439128,-1.9578017664376404,-1.9286403085824588,-0.333964,1.076349,1.075738,1.004649,0.380663,1.074946,1.073076,-0.378763,0.000316,-0.000279,0.000177
2024-05-05 21:25:00+00:00,1.07632,1.07632,1.07623,1.07623,6.0,6,5,18,5,2024,21,-0.707107,0.707107,5,0.5,-0.866025,0,0,0,EURUSD,-1.9332688588007727,-1.9566473988439128,-1.9479882237487374,-1.9334619093538947,-0.292365,1.076319,1.075755,0.985792,0.384273,1.074958,1.073084,-0.379795,9.3e-05,-0.000307,8.4e-05
2024-05-05 21:30:00+00:00,1.07624,1.07633,1.07623,1.07633,23.0,6,5,18,5,2024,21,-0.707107,0.707107,6,0.0,-1.0,0,0,0,EURUSD,-1.941005802707906,-1.9556840077071058,-1.9479882237487374,-1.9238187078109803,-0.247795,1.076322,1.075753,1.019394,0.387895,1.07497,1.073093,-0.382374,0.000121,-5.6e-05,9.3e-05
2024-05-05 21:35:00+00:00,1.07632,1.07637,1.0763,1.07632,26.0,6,5,18,5,2024,21,-0.707107,0.707107,7,-0.5,-0.866025,0,0,0,EURUSD,-1.9332688588007727,-1.9518304431599063,-1.9411187438664967,-1.9247830279652902,-0.203225,1.076363,1.07575,1.015602,0.3916,1.074983,1.073101,-0.383922,0.000167,-0.000102,6.5e-05
2024-05-05 21:40:00+00:00,1.07631,1.07633,1.07631,1.07633,3.0,6,5,18,5,2024,21,-0.707107,0.707107,8,-0.866025,-0.5,0,0,0,EURUSD,-1.9342359767891537,-1.9556840077071058,-1.940137389597595,-1.9238187078109803,-0.161626,1.076401,1.075751,1.018977,0.395293,1.074995,1.073109,-0.384696,0.000102,-9.3e-05,1.9e-05
2024-05-05 21:45:00+00:00,1.07637,1.07637,1.07633,1.07635,9.0,6,5,18,5,2024,21,-0.707107,0.707107,9,-1.0,-0.0,0,0,0,EURUSD,-1.9284332688587824,-1.9518304431599063,-1.9381746810598202,-1.9218900675024173,-0.120028,1.076436,1.075757,1.025748,0.399069,1.075007,1.073117,-0.386243,6.5e-05,-9e-06,3.7e-05
