time,open,high,low,close,vol,weekday,day,week,month,year,hour,hour_sin,hour_cos,minute_block,minute_sin,minute_cos,london_session,ny_session,overlap_session,symbol,mean_std_open,mean_std_high,mean_std_low,mean_std_close,macd,boll_ub,boll_lb,rsi_30,dx_30,close_30_sma,close_60_sma,atr,returns_5,returns_24,volatility_ratio
2022-04-15 19:20:00+00:00,1.08076,1.08076,1.0806,1.08061,97.0,4,15,15,4,2022,19,-0.965926,0.258819,4,0.866025,-0.5,0,1,0,EURUSD,-1.5038684719535667,-1.5289017341040392,-1.519136408243341,-1.5110896817743367,0.10532,1.081056,1.080669,-0.845499,0.576387,1.081225,1.084415,-1.201115,-0.000296,0.0,0.000148
2022-04-15 19:25:00+00:00,1.08062,1.08062,1.08059,1.08062,9.0,4,15,15,4,2022,19,-0.965926,0.258819,5,0.5,-0.866025,0,1,0,EURUSD,-1.5174081237910997,-1.542389210019266,-1.5201177625122426,-1.5101253616200552,0.075707,1.081074,1.080633,-0.841704,0.574244,1.081218,1.0844,-1.204725,-0.000167,-5.6e-05,2.8e-05
2022-04-15 19:30:00+00:00,1.0806,1.08071,1.0806,1.08069,72.0,4,15,15,4,2022,19,-0.965926,0.258819,6,0.0,-1.0,0,1,0,EURUSD,-1.519342359767876,-1.5337186897880315,-1.519136408243341,-1.5033751205400137,0.049055,1.081073,1.080612,-0.815095,0.571589,1.081211,1.084387,-1.207303,-0.000102,1.9e-05,0.000102
2022-04-15 19:35:00+00:00,1.08068,1.08085,1.08067,1.08085,119.0,4,15,15,4,2022,19,-0.965926,0.258819,7,-0.5,-0.866025,0,1,0,EURUSD,-1.5116054158607142,-1.5202312138728047,-1.5122669283611003,-1.4879459980713392,0.034248,1.081068,1.080611,-0.754364,0.568137,1.081205,1.084374,-1.209108,4.6e-05,0.00013,0.000167
2022-04-15 19:40:00+00:00,1.08084,1.08085,1.08074,1.08075,252.0,4,15,15,4,2022,19,-0.965926,0.258819,8,-0.866025,-0.5,0,1,0,EURUSD,-1.496131528046405,-1.5202312138728047,-1.5053974484788597,-1.4975891996142536,0.019441,1.081061,1.080602,-0.788915,0.564698,1.081198,1.08436,-1.216585,0.0,7.4e-05,0.000102
2022-04-15 19:45:00+00:00,1.08076,1.08085,1.08074,1.0808,206.0,4,15,15,4,2022,19,-0.965926,0.258819,9,-1.0,-0.0,0,1,0,EURUSD,-1.5038684719535667,-1.5202312138728047,-1.5053974484788597,-1.4927675988428035,0.010557,1.081054,1.080599,-0.769894,0.561271,1.081191,1.084347,-1.219679,0.000176,0.0,0.000102
2022-04-15 19:50:00+00:00,1.08081,1.08082,1.0807,1.0808,178.0,4,15,15,4,2022,19,-0.965926,0.258819,10,-0.866025,0.5,0,1,0,EURUSD,-1.4990328820115906,-1.5231213872832399,-1.509322865554438,-1.4927675988428035,0.004635,1.081054,1.080604,-0.769894,0.558065,1.081184,1.084334,-1.224062,0.000167,-0.000102,0.000111
2022-04-15 19:55:00+00:00,1.0808,1.08086,1.08078,1.0808,24.0,4,15,15,4,2022,19,-0.965926,0.258819,11,-0.5,0.866025,0,1,0,EURUSD,-1.4999999999999858,-1.5192678227360261,-1.5014720314032957,-1.4927675988428035,0.001673,1.081052,1.080601,-0.769894,0.554635,1.081178,1.084321,-1.233601,0.000102,-0.000102,7.4e-05
2022-04-15 20:00:00+00:00,1.08081,1.0809,1.08075,1.08086,215.0,4,15,15,4,2022,20,-0.866025,0.5,0,0.0,1.0,0,1,0,EURUSD,-1.4990328820115906,-1.5154142581888124,-1.5044160942099722,-1.486981677917072,0.001673,1.081053,1.080602,-0.746885,0.550982,1.081172,1.084308,-1.241594,9e-06,-4.6e-05,0.000139
2022-04-15 20:05:00+00:00,1.08085,1.08099,1.08077,1.0808,325.0,4,15,15,4,2022,20,-0.866025,0.5,1,0.5,0.866025,0,1,0,EURUSD,-1.4951644100580097,-1.5067437379576063,-1.5024533856721973,-1.4927675988428035,0.001673,1.081049,1.080599,-0.767912,0.546812,1.081164,1.084294,-1.241594,4.6e-05,-9.3e-05,0.000204
2022-04-15 20:10:00+00:00,1.0808,1.08097,1.08072,1.08089,229.0,4,15,15,4,2022,20,-0.866025,0.5,2,0.866025,0.5,0,1,0,EURUSD,-1.4999999999999858,-1.508670520231206,-1.507360157016663,-1.484088717454199,0.007596,1.081042,1.080601,-0.733275,0.542924,1.081157,1.084281,-1.239531,8.3e-05,0.00013,0.000231
2022-04-15 20:15:00+00:00,1.08091,1.08105,1.08091,1.08102,188.0,4,15,15,4,2022,20,-0.866025,0.5,3,1.0,0.0,0,1,0,EURUSD,-1.4893617021276526,-1.5009633911367786,-1.488714425907716,-1.4715525554483975,0.022403,1.081051,1.080596,-0.683312,0.538581,1.08115,1.084268,-1.237469,0.000204,0.000157,0.00013
2022-04-15 20:20:00+00:00,1.08104,1.08114,1.08098,1.08103,366.0,4,15,15,4,2022,20,-0.866025,0.5,4,0.866025,-0.5,0,1,0,EURUSD,-1.4767891682785148,-1.4922928709055725,-1.4818449460254755,-1.470588235294116,0.040171,1.081048,1.080598,-0.679467,0.533729,1.081144,1.084254,-1.234632,0.000213,0.000176,0.000148
2022-04-15 20:25:00+00:00,1.08102,1.08106,1.08094,1.081,200.0,4,15,15,4,2022,20,-0.866025,0.5,5,0.5,-0.866025,0,1,0,EURUSD,-1.4787234042553052,-1.5,-1.4857703631010537,-1.4734811957569889,0.0609,1.081061,1.080592,-0.690111,0.52911,1.081137,1.084241,-1.237211,0.00013,0.00012,0.000111
2022-04-15 20:30:00+00:00,1.081,1.0812,1.08098,1.08109,313.0,4,15,15,4,2022,20,-0.866025,0.5,6,0.0,-1.0,0,1,0,EURUSD,-1.4806576402320957,-1.4865125240847732,-1.4818449460254755,-1.464802314368356,0.08163,1.081093,1.080576,-0.655345,0.523693,1.081129,1.084227,-1.239789,0.000268,0.000139,0.000203
2022-04-15 20:35:00+00:00,1.0811,1.08119,1.08093,1.08095,358.0,4,15,15,4,2022,20,-0.866025,0.5,7,-0.5,-0.866025,0,1,0,EURUSD,-1.4709864603481577,-1.4874759152215518,-1.4867517173699412,-1.478302796528439,0.099398,1.081096,1.080575,-0.705186,0.518564,1.081121,1.084213,-1.237469,5.6e-05,-2.8e-05,0.000241
2022-04-15 20:40:00+00:00,1.08095,1.08109,1.0809,1.08093,486.0,4,15,15,4,2022,20,-0.866025,0.5,8,-0.866025,-0.5,0,1,0,EURUSD,-1.4854932301740575,-1.4971098265895648,-1.4896957801766177,-1.4802314368370304,0.111243,1.081105,1.080579,-0.712305,0.513614,1.081114,1.084199,-1.235922,-8.3e-05,-0.000102,0.000176
2022-04-15 20:45:00+00:00,1.08093,1.08138,1.0809,1.08102,1022.0,4,15,15,4,2022,20,-0.866025,0.5,9,-1.0,-0.0,0,1,0,EURUSD,-1.4874274661508622,-1.4691714836223326,-1.4896957801766177,-1.4715525554483975,0.123088,1.081127,1.080579,-0.677324,0.507022,1.081106,1.084185,-1.232054,-9e-06,8.3e-05,0.000444
2022-04-15 20:50:00+00:00,1.08102,1.0813,1.08076,1.08089,797.0,4,15,15,4,2022,20,-0.866025,0.5,10,-0.866025,0.5,0,1,0,EURUSD,-1.4787234042553052,-1.4768786127167601,-1.503434739941099,-1.484088717454199,0.12605,1.081131,1.080584,-0.723778,0.501201,1.081098,1.084171,-1.226124,-0.000102,-3.7e-05,0.0005
2022-04-15 20:55:00+00:00,1.0809,1.08138,1.08055,1.08057,696.0,4,15,15,4,2022,20,-0.866025,0.5,11,-0.5,0.866025,0,1,0,EURUSD,-1.4903288201160478,-1.4691714836223326,-1.5240431795878067,-1.5149469623915053,0.111243,1.081147,1.08055,-0.837382,0.496504,1.08109,1.084156,-1.216585,-0.000481,-0.000333,0.000768
2022-04-17 21:00:00+00:00,1.08029,1.08065,1.08009,1.08065,43.0,6,17,15,4,2022,21,-0.707107,0.707107,0,0.0,1.0,0,0,0,EURUSD,-1.5493230174081134,-1.539499036608845,-1.569185475956786,-1.507232401157168,0.087552,1.081143,1.080558,-0.806107,0.494166,1.081083,1.084142,-1.210913,-0.000278,-0.000139,0.000518
2022-04-17 21:05:00+00:00,1.08065,1.08065,1.08065,1.08065,63.0,6,17,15,4,2022,21,-0.707107,0.707107,1,0.5,0.866025,0,0,0,EURUSD,-1.5145067698258998,-1.539499036608845,-1.5142296368988752,-1.507232401157168,0.057939,1.08114,1.080564,-0.806107,0.491837,1.081075,1.084128,-1.213491,-0.000259,-0.000139,0.0
2022-04-17 21:10:00+00:00,1.08065,1.08065,1.08065,1.08065,31.0,6,17,15,4,2022,21,-0.707107,0.707107,2,0.866025,0.5,0,0,0,EURUSD,-1.5145067698258998,-1.539499036608845,-1.5142296368988752,-1.507232401157168,0.028325,1.081143,1.080557,-0.806107,0.489515,1.081068,1.084114,-1.220194,-0.000342,-0.000139,0.0
2022-04-17 21:15:00+00:00,1.08065,1.08065,1.08065,1.08065,31.0,6,17,15,4,2022,21,-0.707107,0.707107,3,1.0,0.0,0,0,0,EURUSD,-1.5145067698258998,-1.539499036608845,-1.5142296368988752,-1.507232401157168,0.001673,1.081147,1.080533,-0.806107,0.487201,1.08106,1.0841,-1.222515,-0.000222,-9.3e-05,0.0
2022-04-17 21:20:00+00:00,1.08065,1.08069,1.08064,1.08065,31.0,6,17,15,4,2022,21,-0.707107,0.707107,4,0.866025,-0.5,0,0,0,EURUSD,-1.5145067698258998,-1.5356454720616455,-1.515210991167777,-1.507232401157168,-0.024979,1.081151,1.080519,-0.806107,0.484667,1.081053,1.084085,-1.224062,7.4e-05,3.7e-05,4.6e-05
2022-04-17 21:25:00+00:00,1.08065,1.08068,1.08065,1.08065,15.0,6,17,15,4,2022,21,-0.707107,0.707107,5,0.5,-0.866025,0,0,0,EURUSD,-1.5145067698258998,-1.5366088631984383,-1.5142296368988752,-1.507232401157168,-0.048669,1.081154,1.080501,-0.806107,0.482141,1.081045,1.084071,-1.226382,0.0,2.8e-05,2.8e-05
2022-04-17 21:30:00+00:00,1.08065,1.08065,1.08065,1.08065,17.0,6,17,15,4,2022,21,-0.707107,0.707107,6,0.0,-1.0,0,0,0,EURUSD,-1.5145067698258998,-1.539499036608845,-1.5142296368988752,-1.507232401157168,-0.069399,1.081156,1.080484,-0.806107,0.479624,1.081038,1.084056,-1.230765,0.0,-3.7e-05,0.0
