time,open,high,low,close,vol,weekday,day,week,month,year,hour,hour_sin,hour_cos,minute_block,minute_sin,minute_cos,london_session,ny_session,overlap_session,symbol,mean_std_open,mean_std_high,mean_std_low,mean_std_close,macd,boll_ub,boll_lb,rsi_30,dx_30,close_30_sma,close_60_sma,atr,returns_5,returns_24,volatility_ratio
2023-01-20 20:20:00+00:00,1.08554,1.08556,1.08528,1.08537,432.0,4,20,3,1,2023,20,-0.866025,0.5,4,0.866025,-0.5,0,1,0,EURUSD,-1.0415860735009659,-1.0664739884392844,-1.0598626104023339,-1.0520732883317265,1.00872,1.085932,1.084647,0.663951,-1.149544,1.083446,1.082014,0.343856,-1.8e-05,0.00156,0.000258
2023-01-20 20:25:00+00:00,1.08536,1.08559,1.08529,1.08555,697.0,4,20,3,1,2023,20,-0.866025,0.5,5,0.5,-0.866025,0,1,0,EURUSD,-1.0589941972920514,-1.0635838150288777,-1.0588812561334322,-1.0347155255544749,0.976143,1.085927,1.084733,0.704885,-1.150218,1.083453,1.082024,0.344629,0.000212,0.00131,0.000276
2023-01-20 20:30:00+00:00,1.08553,1.08556,1.08527,1.08529,842.0,4,20,3,1,2023,20,-0.866025,0.5,6,0.0,-1.0,0,1,0,EURUSD,-1.0425531914893469,-1.0664739884392844,-1.0608439646712213,-1.0597878495660353,0.93172,1.085898,1.084811,0.640861,-1.150933,1.08346,1.082035,0.342053,-0.000221,0.000461,0.000267
2023-01-20 20:35:00+00:00,1.0853,1.0856,1.08521,1.08547,491.0,4,20,3,1,2023,20,-0.866025,0.5,7,-0.5,-0.866025,0,1,0,EURUSD,-1.0647969052224369,-1.062620423892099,-1.0667320902845603,-1.042430086788812,0.887297,1.085855,1.084926,0.681884,-1.151772,1.083468,1.082047,0.341795,-0.000129,0.000525,0.000359
2023-01-20 20:40:00+00:00,1.08547,1.08563,1.08543,1.08554,598.0,4,20,3,1,2023,20,-0.866025,0.5,8,-0.866025,-0.5,0,1,0,EURUSD,-1.0483558994197324,-1.0597302504816781,-1.0451422963689794,-1.0356798457087706,0.845836,1.085804,1.085051,0.697837,-1.152547,1.083476,1.082058,0.339992,-1.8e-05,0.000738,0.000184
2023-01-20 20:45:00+00:00,1.08554,1.0856,1.08542,1.08558,818.0,4,20,3,1,2023,20,-0.866025,0.5,9,-1.0,-0.0,0,1,0,EURUSD,-1.0415860735009659,-1.062620423892099,-1.0461236506378526,-1.031822565091602,0.810297,1.085772,1.085144,0.70697,-1.153341,1.083484,1.082069,0.334582,0.000193,0.000774,0.000166
2023-01-20 20:50:00+00:00,1.08559,1.08573,1.08552,1.08569,1005.0,4,20,3,1,2023,20,-0.866025,0.5,10,-0.866025,0.5,0,1,0,EURUSD,-1.0367504835589756,-1.050096339113665,-1.0363101079489354,-1.0212150433943918,0.783644,1.085788,1.085177,0.732121,-1.153866,1.083492,1.082081,0.333036,0.000129,0.00082,0.000193
2023-01-20 20:55:00+00:00,1.08571,1.08579,1.08549,1.08562,779.0,4,20,3,1,2023,20,-0.866025,0.5,11,-0.5,0.866025,0,1,0,EURUSD,-1.0251450676982614,-1.0443159922928515,-1.039254170755612,-1.0279652844744334,0.75699,1.085782,1.085226,0.71467,-1.154266,1.083502,1.082093,0.321959,0.000304,0.000802,0.000276
2023-01-20 21:00:00+00:00,1.08563,1.08563,1.08544,1.08556,324.0,4,20,3,1,2023,21,-0.707107,0.707107,0,0.0,1.0,0,0,0,EURUSD,-1.0328820116053947,-1.0597302504816781,-1.0441609421000777,-1.0337512054001792,0.730336,1.085777,1.085258,0.699689,-1.154773,1.08351,1.082104,0.311139,8.3e-05,0.000701,0.000175
2023-01-20 21:05:00+00:00,1.08561,1.08574,1.08552,1.08552,145.0,4,20,3,1,2023,21,-0.707107,0.707107,1,0.5,0.866025,0,0,0,EURUSD,-1.0348162475821994,-1.0491329479768723,-1.0363101079489354,-1.0376084860173478,0.697759,1.085772,1.085281,0.689681,-1.155051,1.083519,1.082115,0.313458,-1.8e-05,0.000507,0.000203
2023-01-20 21:10:00+00:00,1.08551,1.08565,1.08551,1.08562,335.0,4,20,3,1,2023,21,-0.707107,0.707107,2,0.866025,0.5,0,0,0,EURUSD,-1.0444874274661373,-1.0578034682080784,-1.037291462217837,-1.0279652844744334,0.668144,1.085782,1.085284,0.7128,-1.15535,1.083528,1.082126,0.310366,3.7e-05,0.000387,0.000129
2023-01-20 21:15:00+00:00,1.0856,1.08574,1.08557,1.08574,262.0,4,20,3,1,2023,21,-0.707107,0.707107,3,1.0,0.0,0,0,0,EURUSD,-1.0357833655705946,-1.0491329479768723,-1.0314033366044981,-1.016393442622956,0.647413,1.085806,1.085276,0.740553,-1.15546,1.083538,1.082137,0.310624,4.6e-05,0.000507,0.000157
2023-01-20 21:20:00+00:00,1.08574,1.08578,1.0857,1.08573,64.0,4,20,3,1,2023,21,-0.707107,0.707107,4,0.866025,-0.5,0,0,0,EURUSD,-1.0222437137330758,-1.0452793834296585,-1.0186457311088901,-1.0173577627772232,0.629644,1.085815,1.085272,0.738027,-1.155487,1.083547,1.082149,0.304441,0.000101,0.000405,7.4e-05
2023-01-20 21:25:00+00:00,1.08573,1.08576,1.0857,1.08576,65.0,4,20,3,1,2023,21,-0.707107,0.707107,5,0.5,-0.866025,0,0,0,EURUSD,-1.0232108317214568,-1.0472061657032583,-1.0186457311088901,-1.0144648023143503,0.614836,1.085815,1.085272,0.744999,-1.155514,1.083556,1.08216,0.297744,0.000184,0.000387,5.5e-05
