time,open,high,low,close,vol,weekday,day,week,month,year,hour,hour_sin,hour_cos,minute_block,minute_sin,minute_cos,london_session,ny_session,overlap_session,symbol,mean_std_open,mean_std_high,mean_std_low,mean_std_close,macd,boll_ub,boll_lb,rsi_30,dx_30,close_30_sma,close_60_sma,atr,returns_5,returns_24,volatility_ratio
2024-03-17 21:00:00+00:00,1.08905,1.08905,1.08882,1.08882,29.0,6,17,11,3,2024,21,-0.707107,0.707107,0,0.0,1.0,0,0,0,EURUSD,-0.7021276595744581,-0.7302504816955491,-0.7124631992149091,-0.719382835101257,-0.1022,1.088963,1.088558,-0.544544,0.932132,1.088424,1.090389,-1.317355,0.000119,-8.3e-05,0.000211
2024-03-17 21:05:00+00:00,1.08887,1.08904,1.08887,1.08898,64.0,6,17,11,3,2024,21,-0.707107,0.707107,1,0.5,0.866025,0,0,0,EURUSD,-0.7195357833655578,-0.7312138728323561,-0.7075564278704434,-0.7039537126325826,-0.084372,1.088983,1.088547,-0.459884,0.926911,1.088426,1.090379,-1.314775,0.000266,0.000156,0.000156
2024-03-17 21:10:00+00:00,1.08897,1.08903,1.08866,1.08881,102.0,6,17,11,3,2024,21,-0.707107,0.707107,2,0.866025,0.5,0,0,0,EURUSD,-0.7098646034816198,-0.732177263969163,-0.728164867517151,-0.7203471552555385,-0.069515,1.088966,1.088553,-0.544281,0.922669,1.088427,1.090368,-1.307553,0.00011,0.0,0.00034
2024-03-17 21:15:00+00:00,1.08881,1.08886,1.08819,1.08876,70.0,6,17,11,3,2024,21,-0.707107,0.707107,3,1.0,0.0,0,0,0,EURUSD,-0.7253384912959291,-0.7485549132947966,-0.7742885181550321,-0.7251687560270028,-0.05763,1.088942,1.08856,-0.569023,0.920518,1.088428,1.090357,-1.290788,6.4e-05,4.6e-05,0.000615
2024-03-17 21:20:00+00:00,1.08876,1.08898,1.08848,1.08897,82.0,6,17,11,3,2024,21,-0.707107,0.707107,4,0.866025,-0.5,0,0,0,EURUSD,-0.7301740812379052,-0.7369942196531696,-0.7458292443571963,-0.7049180327868783,-0.03683,1.088957,1.088551,-0.458053,0.917777,1.08843,1.090347,-1.279697,0.000257,0.000175,0.000459
2024-03-17 21:25:00+00:00,1.08896,1.089,1.08881,1.0889,163.0,6,17,11,3,2024,21,-0.707107,0.707107,5,0.5,-0.866025,0,0,0,EURUSD,-0.710831721470015,-0.7350674373795698,-0.7134445534837823,-0.7116682738669198,-0.019002,1.088952,1.088554,-0.49282,0.914946,1.088431,1.090336,-1.275313,7.3e-05,9e-06,0.000174
2024-03-17 21:30:00+00:00,1.08894,1.089,1.08877,1.08892,153.0,6,17,11,3,2024,21,-0.707107,0.707107,6,0.0,-1.0,0,0,0,EURUSD,-0.7127659574467913,-0.7350674373795698,-0.7173699705593464,-0.7097396335583284,0.001797,1.088965,1.088548,-0.482254,0.912298,1.088432,1.090326,-1.271186,-5.5e-05,0.0,0.000211
2024-03-17 21:35:00+00:00,1.08895,1.08897,1.08883,1.08885,39.0,6,17,11,3,2024,21,-0.707107,0.707107,7,-0.5,-0.866025,0,0,0,EURUSD,-0.7117988394583961,-0.7379576107899766,-0.7114818449460074,-0.7164898746383699,0.016654,1.088975,1.088554,-0.517115,0.909659,1.088433,1.090315,-1.268865,3.7e-05,-7.3e-05,0.000129
2024-03-17 21:40:00+00:00,1.08886,1.08887,1.08882,1.08887,51.0,6,17,11,3,2024,21,-0.707107,0.707107,8,-0.866025,-0.5,0,0,0,EURUSD,-0.7205029013539672,-0.7475915221579896,-0.7124631992149091,-0.7145612343297927,0.028539,1.088986,1.088561,-0.506489,0.907072,1.088435,1.090304,-1.268349,0.000101,-3.7e-05,4.6e-05
2024-03-17 21:45:00+00:00,1.08886,1.08892,1.08886,1.08887,12.0,6,17,11,3,2024,21,-0.707107,0.707107,9,-1.0,-0.0,0,0,0,EURUSD,-0.7205029013539672,-0.7427745664739689,-0.7085377821393308,-0.7145612343297927,0.040424,1.088995,1.08857,-0.506489,0.904245,1.088437,1.090293,-1.271702,-9.2e-05,-4.6e-05,5.5e-05
2024-03-17 21:50:00+00:00,1.08882,1.08889,1.08882,1.08888,20.0,6,17,11,3,2024,21,-0.707107,0.707107,10,-0.866025,0.5,0,0,0,EURUSD,-0.7243713733075481,-0.7456647398843899,-0.7124631992149091,-0.713596914175497,0.049338,1.089004,1.08858,-0.501144,0.901602,1.088438,1.090283,-1.271702,-1.8e-05,2.8e-05,6.4e-05
2024-03-17 21:55:00+00:00,1.08888,1.08888,1.08883,1.08886,76.0,6,17,11,3,2024,21,-0.707107,0.707107,11,-0.5,0.866025,0,0,0,EURUSD,-0.7185686653771626,-0.7466281310211826,-0.7114818449460074,-0.7155255544840884,0.055281,1.089009,1.088592,-0.511217,0.898968,1.08844,1.090272,-1.272218,-5.5e-05,0.000156,4.6e-05
2024-03-17 22:00:00+00:00,1.08885,1.08905,1.08881,1.08901,226.0,6,17,11,3,2024,22,-0.5,0.866025,0,0.0,1.0,0,0,0,EURUSD,-0.7214700193423482,-0.7302504816955491,-0.7134445534837823,-0.7010607521697096,0.067166,1.089038,1.088595,-0.430885,0.895493,1.088442,1.090262,-1.268865,0.000147,0.000294,0.00022
