Datetime,open,high,low,close,Volume,hour_sin,hour_cos,london_session,ny_session,overlap_session,return_5,fast_ma,mid_ma,slow_ma,rsi,fast_ts,mid_ts,slow_ts,fast_td,mid_td,slow_td,fast_mid_gap,mid_slow_gap,fast_slow_gap,atr_base,atr_norm,low_thr,high_thr,vol_low,vol_med,vol_high,momentum_score,mom_bearish,mom_neutral,mom_bullish,pre_news,post_news
2020-01-02 15:35:00+00:00,1.11776,1.11827,1.11768,1.11819,623.0,-0.707107,-0.707107,1,1,1,0.0005816346618465,1.118634,1.1195498,1.12050125,51.803554,-0.0003969126631229,-0.0012145953668161,-0.0020626929242604,-1.0,-1.0,-1.0,-0.0008180073811812,-0.0008491289054787,-0.0016664416929477,0.0004321428571428,0.0003864663940322,0.0002440269309188,0.0002967050487001,0,0,1,0.0360710799999999,0,1,0,0.0,0.0
2020-01-02 15:40:00+00:00,1.11819,1.11828,1.11798,1.11811,481.0,-0.707107,-0.707107,1,1,1,0.0003220755982999,1.1186163999999998,1.1195235,1.12048215,50.396309,-0.0004527021059229,-0.0012625907361479,-0.0021170796875256,-1.0,-1.0,-1.0,-0.0008102554345666,-0.0008555691851048,-0.0016651313900896,0.0004264285714285,0.0003813833803727,0.0002448063341543,0.0002981824018786,0,0,1,0.00792618,0,1,0,0.0,0.0
2020-01-02 15:45:00+00:00,1.11814,1.11857,1.11813,1.11836,658.0,-0.707107,-0.707107,1,1,1,0.0008680943985537,1.1186038,1.1195008,1.1204639,54.551268,-0.0002179502697916,-0.0010190256228489,-0.0018777044043989,-1.0,-1.0,-1.0,-0.0008012499857078,-0.0008595546898031,-0.001660115957328,0.0004342857142857,0.0003883237189149,0.0002453712630751,0.000300067417596,0,0,1,0.09102536,0,1,0,0.0,0.0
2020-01-02 15:50:00+00:00,1.11837,1.11837,1.11804,1.11834,492.0,-0.707107,-0.707107,1,1,1,0.0008412385895828,1.1185906,1.1194772,1.1204455,54.160419,-0.0002240319201683,-0.0010158313184047,-0.0018791632435491,-1.0,-1.0,-1.0,-0.0007919768263255,-0.0008642098165417,-0.0016555022087195,0.0004085714285714,0.000365337400586,0.0002464767390305,0.0003012802710288,0,0,1,0.0832083799999999,0,1,0,0.0,0.0
2020-01-02 15:55:00+00:00,1.11832,1.12024,1.11831,1.12006,1059.0,-0.707107,-0.707107,1,1,1,0.0020487220090001,1.118613,1.1194727,1.12043585,72.445079,0.0012935662288923,0.0005246219939084,-0.0003354498162478,1.0,1.0,-1.0,-0.0007679508397122,-0.0008596208341602,-0.001626911527331,0.0005221428571428,0.0004661740059843,0.0002503470281442,0.0003017303541864,0,0,1,0.4489015800000001,0,0,1,0.0,0.0
2020-01-02 16:00:00+00:00,1.12008,1.1203,1.11973,1.11975,908.0,-0.866025,-0.5,0,1,0,0.0013951117430848,1.1186326,1.1194627,1.12042425,67.239282,0.0009988981190071,0.0002566409760683,-0.0006017809771609,1.0,1.0,-1.0,-0.000741516443558,-0.0008582017035064,-0.0015990817763895,0.0005321428571428,0.0004752336299556,0.0002524856341571,0.0003033607652176,0,0,1,0.34478564,0,0,1,0.0,0.0
2020-01-02 16:05:00+00:00,1.11976,1.11983,1.11945,1.11953,590.0,-0.866025,-0.5,0,1,0,0.0012700002683099,1.1186536,1.1194485,1.1204113,63.738799,0.0007834418089745,7.280370646782374e-05,-0.0007865861402862,1.0,1.0,-1.0,-0.0007100817947409,-0.0008593272845426,-0.0015687988866231,0.000535,0.0004778791099836,0.0002538744384064,0.000305740205377,0,0,1,0.27477598,0,0,1,0.0,0.0
2020-01-02 16:10:00+00:00,1.11953,1.11959,1.11868,1.11874,550.0,-0.866025,-0.5,0,1,0,0.0003397832540505,1.118653,1.1194261,1.1203942,53.057159,7.777210627439454e-05,-0.0006129033439545,-0.0014764446299346,1.0,-1.0,-1.0,-0.0006906217391216,-0.0008640708779105,-0.0015540958708998,0.00057,0.0005095017609096,0.0002558452433781,0.0003072215261754,0,0,1,0.0611431799999999,0,1,0,0.0,0.0
2020-01-02 16:15:00+00:00,1.11877,1.11877,1.11846,1.11855,541.0,-0.866025,-0.5,0,1,0,0.0001877783142871,1.1186456,1.1194017,1.1203762,50.849988,-8.546048900570878e-05,-0.0007608528734592,-0.0016299882128877,-1.0,-1.0,-1.0,-0.00067545010875,-0.000869797127072,-0.001544659731258,0.0005692857142857,0.0005089497244519,0.0002575341147419,0.0003076800909762,0,0,1,0.01699976,0,1,0,0.0,0.0
2020-01-02 16:20:00+00:00,1.11856,1.11859,1.11834,1.11852,284.0,-0.866025,-0.5,0,1,0,-0.0013749263432316,1.1186344,1.1193733,1.12035835,50.492818,-0.0001022675505061,-0.0007623015485539,-0.0016408589269675,-1.0,-1.0,-1.0,-0.0006601015050117,-0.000879227614986,-0.0015387487405258,0.0005664285714286,0.0005064089792123,0.0002586872224687,0.0003081298214555,0,0,1,0.0098563599999999,0,1,0,0.0,0.0
2020-01-02 16:25:00+00:00,1.11851,1.11869,1.11831,1.11845,360.0,-0.866025,-0.5,0,1,0,-0.0011609734315696,1.1186244,1.1193519,1.12034135,49.617077,-0.00015590577141,-0.000805734103815,-0.0016881908357664,-1.0,-1.0,-1.0,-0.0006499296601899,-0.0008831683307949,-0.0015325239936917,0.0005692857142857,0.0005089952293672,0.0002586872224687,0.0003091900391317,0,0,1,-0.0076584599999999,0,1,0,0.0,0.0
2020-01-02 16:30:00+00:00,1.11845,1.11865,1.11839,1.11851,321.0,-0.866025,-0.5,0,1,0,-0.0009110966209033,1.1186172,1.1193272,1.12032475,50.410984,-9.58326047552049e-05,-0.0007300814274862,-0.0016198428178972,-1.0,-1.0,-1.0,-0.0006343096102732,-0.0008904114632832,-0.0015241562770081,0.0005564285714286,0.0004974730413037,0.0002586872224687,0.0003096117930967,0,0,1,0.0082196799999999,0,1,0,0.0,0.0
2020-01-02 16:35:00+00:00,1.11851,1.11856,1.11826,1.11826,310.0,-0.866025,-0.5,0,1,0,-0.0004290541144502,1.118599,1.1192989,1.1203066,47.081979,-0.0003030576640959,-0.0009281703037499,-0.0018268213362305,-1.0,-1.0,-1.0,-0.0006253021422605,-0.0008994859085896,-0.0015242256003845,0.0005442857142857,0.0004867255506642,0.0002586872224687,0.0003098854985116,0,0,1,-0.05836042,0,1,0,0.0,0.0
2020-01-02 16:40:00+00:00,1.11826,1.11832,1.11756,1.11758,544.0,-0.866025,-0.5,0,1,0,-0.0008671941352643,1.1185672,1.1192658,1.120285,39.450697,-0.0008825576147771,-0.0015061659169787,-0.0024145641510865,-1.0,-1.0,-1.0,-0.0006241591586198,-0.0009097684964093,-0.00153335981469,0.0005521428571429,0.0004940521995229,0.0002586872224687,0.0003111647333426,0,0,1,-0.21098606,1,0,0,0.0,0.0
2020-01-02 16:45:00+00:00,1.1176,1.11775,1.11725,1.11738,445.0,-0.866025,-0.5,0,1,0,-0.0010192039480741,1.1185274,1.1192322,1.1202627,37.524235,-0.0010258130466898,-0.0016548844824155,-0.002573235724085,-1.0,-1.0,-1.0,-0.0006297174080587,-0.0009198735260936,-0.0015490116737797,0.0005457142857143,0.0004883873755699,0.0002586872224687,0.0003143578531004,0,0,1,-0.2495153,1,0,0,0.0,0.0
2020-01-02 16:50:00+00:00,1.11738,1.11741,1.117,1.11703,403.0,-0.866025,-0.5,0,1,0,-0.0012696141982206,1.1184842,1.1191946,1.1202397,34.361915,-0.0013001524742146,-0.0019340693745305,-0.0028651903695253,-1.0,-1.0,-1.0,-0.0006347421619082,-0.0009329253373184,-0.0015670753321811,0.0005535714285714,0.0004955743610927,0.0002586872224687,0.0003195230605825,0,0,1,-0.3127616999999999,1,0,0,0.0,0.0
2020-01-02 16:55:00+00:00,1.11702,1.11706,1.11653,1.11663,574.0,-0.866025,-0.5,0,1,0,-0.0016808075028384,1.1184356,1.1191535,1.1202147,31.132765,-0.0016143978249619,-0.0022548292079684,-0.0032000115692107,-1.0,-1.0,-1.0,-0.000641466965881,-0.0009473184024454,-0.0015881776948651,0.0005585714285714,0.0005002296450672,0.0002586872224687,0.0003240811126464,0,0,1,-0.3773447,1,0,0,0.0,0.0
2020-01-02 17:00:00+00:00,1.11663,1.11668,1.11637,1.11638,467.0,-0.965926,-0.258819,0,1,0,-0.001681183266861,1.1183767999999998,1.1191083,1.12018855,29.280696,-0.0017854447624449,-0.0024379231214709,-0.0033999187011865,-1.0,-1.0,-1.0,-0.000653645406794,-0.0009643465825463,-0.0016173616486261,0.0005571428571428,0.0004990620193328,0.0002586872224687,0.0003293393007216,0,0,1,-0.41438608,1,0,0,0.0,0.0
2020-01-02 17:05:00+00:00,1.11637,1.11666,1.11637,1.11656,301.0,-0.965926,-0.258819,0,1,0,-0.0009126863401277,1.1183219999999998,1.1190643999999998,1.1201633000000002,32.39894,-0.0015755748344392,-0.0022379409084944,-0.0032167631273049,-1.0,-1.0,-1.0,-0.0006634113282488,-0.0009810176784048,-0.0016437781884126,0.0004399999999999,0.0003940674930142,0.0002586872224687,0.0003380880292237,0,0,1,-0.3520211999999999,1,0,0,0.0,0.0
2020-01-02 17:10:00+00:00,1.11656,1.11662,1.11646,1.11662,246.0,-0.965926,-0.258819,0,1,0,-0.000680162523045,1.1182686,1.1190203,1.1201382,33.45228,-0.0014742433079136,-0.0021450013015848,-0.0031408624400096,-1.0,-1.0,-1.0,-0.0006717483141279,-0.0009980018536999,-0.0016690797617651,0.0004107142857142,0.0003678192095021,0.0002586872224687,0.0003447877316691,0,0,1,-0.3309544,1,0,0,0.0,0.0
2020-01-02 17:15:00+00:00,1.1166,1.11669,1.11636,1.11666,314.0,-0.965926,-0.258819,0,1,0,-0.0003312355084464,1.118216,1.1189749,1.12011355,34.188504,-0.0013915021784698,-0.0020687684772911,-0.0030832141973462,-1.0,-1.0,-1.0,-0.0006782100295548,-0.0010165487240109,-0.0016940693200256,0.0004071428571428,0.0003646077204725,0.0002586872224687,0.0003596204988607,0,0,1,-0.3162299199999999,1,0,0,0.0,0.0
2020-01-02 17:20:00+00:00,1.11666,1.11702,1.11662,1.11702,322.0,-0.965926,-0.258819,0,1,0,0.0003492651997527,1.1181714,1.1189335,1.12008995,40.561879,-0.001029716911021,-0.0017101105651051,-0.002740806664679,-1.0,-1.0,-1.0,-0.0006810949891123,-0.0010324617232748,-0.001712853507881,0.0003707142857142,0.0003318779303094,0.0002586872224687,0.0003596204988607,0,1,0,-0.18876242,1,0,0,0.0,0.0
2020-01-02 17:25:00+00:00,1.11702,1.11712,1.11686,1.11706,316.0,-0.965926,-0.258819,0,1,0,0.0006091115928268,1.1181228,1.1188936,1.12006595,41.24276,-0.000950521713715,-0.0016387617196131,-0.0026837259002471,-1.0,-1.0,-1.0,-0.0006888948153784,-0.001046679438831,-0.0017348532021708,0.0003671428571428,0.0003286688782543,0.0002586872224687,0.0003596204988607,0,1,0,-0.1751448,1,0,0,0.0,0.0
2020-01-02 17:30:00+00:00,1.11705,1.11711,1.11702,1.11707,158.0,-0.965926,-0.258819,0,1,0,0.000456760048721,1.1180712,1.1188536999999998,1.1200421,41.423417,-0.0008954706998981,-0.0015942209423804,-0.0026535609688243,-1.0,-1.0,-1.0,-0.0006993765136584,-0.0010610315451537,-0.0017596659982692,0.0003557142857142,0.0003184350897564,0.0002586872224687,0.0003596204988607,0,1,0,-0.1715316599999999,1,0,0,0.0,0.0
2020-01-02 17:35:00+00:00,1.11708,1.11719,1.11678,1.11685,185.0,-0.965926,-0.258819,0,1,0,0.0002059787573212,1.1180178,1.1188108,1.1200172000000002,38.610806,-0.0010445271980465,-0.0017525751449664,-0.0028278137157181,-1.0,-1.0,-1.0,-0.0007087882955722,-0.0010771263155603,-0.0017851511566073,0.000357857142857,0.0003204164774652,0.0002599212241611,0.0003596204988607,0,1,0,-0.22778388,1,0,0,0.0,0.0
2020-01-02 17:40:00+00:00,1.11685,1.11705,1.11684,1.11705,194.0,-0.965926,-0.258819,0,1,0,0.0003492558164528,1.1179744,1.1187709,1.1199916,42.437266,-0.0008268525647813,-0.0015382059007789,-0.0026264482697903,-1.0,-1.0,-1.0,-0.0007119420070721,-0.0010899188886773,-0.0018010849367083,0.0003542857142856,0.0003171619124351,0.0002629709202209,0.0003596204988607,0,1,0,-0.1512546799999999,1,0,0,0.0,0.0
2020-01-02 17:45:00+00:00,1.11704,1.11717,1.11696,1.117,193.0,-0.965926,-0.258819,0,1,0,-1.790478236729509e-05,1.117926,1.1187309,1.11996625,41.73686,-0.0008283195846594,-0.0015471995991172,-0.0026485173102314,-1.0,-1.0,-1.0,-0.0007194759704948,-0.0011030243098843,-0.0018217066808933,0.000347857142857,0.0003114208978129,0.000264621389779,0.0003596204988607,0,1,0,-0.1652628,1,0,0,0.0,0.0
2020-01-02 17:50:00+00:00,1.11699,1.11718,1.11698,1.11703,261.0,-0.965926,-0.258819,0,1,0,-2.685621184173037e-05,1.11788,1.1186921,1.1199401,42.351648,-0.000760367839124,-0.00148575287159,-0.0025984425417038,-1.0,-1.0,-1.0,-0.0007259370116228,-0.0011143453118608,-0.001839473378978,0.000307857142857,0.0002756032898463,0.0002648411789065,0.0003596204988607,0,1,0,-0.15296704,1,0,0,0.0,0.0
2020-01-02 17:55:00+00:00,1.11701,1.11702,1.11647,1.11702,454.0,-0.965926,-0.258819,0,1,0,-4.475995237551711e-05,1.1178336,1.1186537,1.11991315,42.191831,-0.0007278364150085,-0.0014604162128102,-0.0025833699693587,-1.0,-1.0,-1.0,-0.0007331133844192,-0.0011245961349769,-0.0018568850629175,0.0003121428571428,0.0002794424962335,0.0002672985669213,0.0003596204988607,0,1,0,-0.15616338,1,0,0,0.0,0.0
2020-01-02 18:00:00+00:00,1.11701,1.11713,1.11678,1.11689,420.0,-1.0,-0.0,0,1,0,3.581501544536181e-05,1.1177836,1.1186168,1.1198857000000002,40.074684,-0.0007994391758833,-0.0015436921741206,-0.0026750051366851,-1.0,-1.0,-1.0,-0.0007448484592757,-0.0011330620616017,-0.0018770665613466,0.000307857142857,0.0002756378361853,0.0002686057664307,0.0003596204988607,0,1,0,-0.19850632,1,0,0,0.0,0.0
2020-01-02 18:05:00+00:00,1.11688,1.11688,1.11652,1.11678,352.0,-1.0,-0.0,0,1,0,-0.0002417080703639,1.1177264,1.1185812,1.11985805,38.322382,-0.0008467188392435,-0.0016102541326457,-0.0027486072900041,-1.0,-1.0,-1.0,-0.0007641823409868,-0.0011401891516518,-0.0019035001802236,0.0002964285714285,0.0002654314828601,0.0002686057664307,0.0003596204988607,1,0,0,-0.23355236,1,0,0,0.0,0.0
2020-01-02 18:10:00+00:00,1.11678,1.11678,1.11645,1.11648,208.0,-1.0,-0.0,0,1,0,-0.0004655326768129,1.1176674,1.1185431,1.11982885,33.960924,-0.0010623911907961,-0.0018444528422731,-0.0029905016288873,-1.0,-1.0,-1.0,-0.0007828933905183,-0.0011481665256258,-0.00193016102416,0.0002978571428571,0.0002667823363222,0.0002686057664307,0.0003596204988607,1,0,0,-0.32078152,1,0,0,0.0,0.0
2020-01-02 18:15:00+00:00,1.11648,1.11651,1.11637,1.11649,279.0,-1.0,-0.0,0,1,0,-0.000483424796111,1.117622,1.1185049,1.11979955,34.229627,-0.0010128648147583,-0.0018014225954665,-0.0029554843096695,-1.0,-1.0,-1.0,-0.0007893572929364,-0.0011561444188827,-0.0019445891007904,0.0002871428571428,0.0002571835458829,0.0002686057664307,0.0003596204988607,1,0,0,-0.31540746,1,0,0,0.0,0.0
2020-01-02 18:20:00+00:00,1.11649,1.11667,1.11647,1.11666,281.0,-1.0,-0.0,0,1,0,-0.0003222860826126,1.1175828,1.1184691,1.11977235,38.789292,-0.0008257106319103,-0.001617478748407,-0.0027794488763721,-1.0,-1.0,-1.0,-0.0007924224281206,-0.0011638526348682,-0.0019553528000579,0.0002899999999999,0.0002597030430032,0.0002686057664307,0.0003596204988607,1,0,0,-0.2242141599999999,1,0,0,0.0,0.0
2020-01-02 18:25:00+00:00,1.11665,1.11684,1.11662,1.11675,202.0,-1.0,-0.0,0,1,0,-0.0001253480647154,1.117545,1.1184352,1.1197458,41.116703,-0.0007113807497685,-0.0015067479993477,-0.0026754286553252,-1.0,-1.0,-1.0,-0.0007959334613216,-0.001170444220465,-0.001965446086067,0.0002821428571428,0.0002526463909942,0.0002686057664307,0.0003596204988607,1,0,0,-0.1776659399999999,1,0,0,0.0,0.0
2020-01-02 18:30:00+00:00,1.11676,1.11692,1.11673,1.11683,216.0,-1.0,-0.0,0,1,0,4.4771575422153376e-05,1.117519,1.1184022999999998,1.1197205,43.184669,-0.0006165443272104,-0.001405844748352,-0.0025814477809416,-1.0,-1.0,-1.0,-0.0007897873600581,-0.0011772580746713,-0.0019661156511825,0.0002671428571428,0.0002391974222959,0.0002686057664307,0.0003596204988607,1,0,0,-0.13630662,1,0,0,0.0,0.0
2020-01-02 18:35:00+00:00,1.11682,1.11713,1.11677,1.11704,226.0,-1.0,-0.0,0,1,0,0.0005015763829179,1.1175048,1.1183746,1.1196953,48.315906,-0.0004159266251024,-0.0011933389760461,-0.0023714487325257,-1.0,-1.0,-1.0,-0.0007777358319835,-0.0011795173204709,-0.0019563357995699,0.0002742857142856,0.0002455469045743,0.0002686057664307,0.0003596204988607,1,0,0,-0.03368188,0,1,0,0.0,0.0
2020-01-02 18:40:00+00:00,1.11703,1.11724,1.11696,1.11714,175.0,-1.0,-0.0,0,1,0,0.0005821816585906,1.117494,1.1183481,1.1196708000000002,50.603698,-0.0003167802243233,-0.0010802539924733,-0.0022603072260169,-1.0,-1.0,-1.0,-0.0007637156981801,-0.0011813293693112,-0.0019441428677073,0.0002878571428571,0.000257673293282,0.0002686057664307,0.0003596204988607,1,0,0,0.01207396,0,1,0,0.0,0.0
2020-01-02 18:45:00+00:00,1.11714,1.11715,1.11672,1.11673,156.0,-1.0,-0.0,0,1,0,6.268694141464692e-05,1.1174726,1.1183222,1.1196448,42.330372,-0.0006645353094115,-0.0014237399561592,-0.002603325626127,-1.0,-1.0,-1.0,-0.0007597095005357,-0.0011812674876889,-0.0019400795680915,0.0002892857142857,0.0002590471414627,0.0002686057664307,0.0003596204988607,1,0,0,-0.15339256,1,0,0,0.0,0.0
2020-01-02 18:50:00+00:00,1.11673,1.11686,1.11664,1.11677,241.0,-1.0,-0.0,0,1,0,1.7909111260427935e-05,1.117463,1.1182948,1.1196191,43.30426,-0.0006201547612762,-0.0013635045070406,-0.0025447047125222,-1.0,-1.0,-1.0,-0.0007438110237122,-0.0011828129763058,-0.0019257442106872,0.0002899999999999,0.0002596774626825,0.0002686057664307,0.0003596204988607,1,0,0,-0.1339148,1,0,0,0.0,0.0
2020-01-02 18:55:00+00:00,1.11677,1.11703,1.11671,1.11703,175.0,-1.0,-0.0,0,1,0,0.0001790782840718,1.1174582,1.1182706,1.1195941,49.297842,-0.0003831910670126,-0.0011093915909083,-0.002290204994828,-1.0,-1.0,-1.0,-0.0007264789041221,-0.0011821248432802,-0.0019077449586417,0.0002978571428571,0.0002666509788072,0.0002686057664307,0.0003596204988607,1,0,0,-0.0140431599999999,0,1,0,0.0,0.0
2020-01-02 19:00:00+00:00,1.11703,1.11703,1.11691,1.11692,152.0,-0.965926,0.258819,0,1,0,-0.0001074267707513,1.1174526,1.1182458,1.11956835,47.032479,-0.0004766197689281,-0.0011856069568962,-0.0023655098860199,-1.0,-1.0,-1.0,-0.0007093252664127,-0.0011813034907605,-0.00188979082876,0.0002921428571428,0.0002615611298417,0.0002686057664307,0.0003596204988607,1,0,0,-0.0593504199999999,0,1,0,0.0,0.0
2020-01-02 19:05:00+00:00,1.11692,1.11697,1.11677,1.11682,264.0,-0.965926,0.258819,0,1,0,-0.0002864457453856,1.1174408,1.1182188,1.11954155,45.00765,-0.0005555551578214,-0.0012509179777696,-0.0024309504189462,-1.0,-1.0,-1.0,-0.0006957493470865,-0.001181510413794,-0.0018764377257816,0.0002664285714285,0.0002385599930414,0.0002686057664307,0.0003596204988607,1,0,0,-0.099847,0,1,0,0.0,0.0
2020-01-02 19:10:00+00:00,1.11682,1.11704,1.11682,1.11702,226.0,-0.965926,0.258819,0,1,0,0.000259686764034,1.1174374,1.1181945999999998,1.1195156,49.674199,-0.0003735332287966,-0.0010504432770466,-0.0022291784053746,-1.0,-1.0,-1.0,-0.0006771629911285,-0.0011799746247395,-0.0018563385807218,0.0002571428571428,0.0002302043447233,0.0002686057664307,0.0003596204988607,1,0,0,-0.0065160199999999,0,1,0,0.0,0.0
2020-01-02 19:15:00+00:00,1.11703,1.11703,1.11684,1.11697,255.0,-0.965926,0.258819,0,1,0,0.0001790879052983,1.1174296,1.118166,1.11948895,48.56467,-0.0004113010788331,-0.0010696086269838,-0.0022500892036495,-1.0,-1.0,-1.0,-0.0006585784221661,-0.0011817445808643,-0.001839544731549,0.0002442857142856,0.0002187039171022,0.0002686057664307,0.0003596204988607,1,0,0,-0.0287066,0,1,0,0.0,0.0
2020-01-02 19:20:00+00:00,1.11697,1.11703,1.1169,1.11692,176.0,-0.965926,0.258819,0,1,0,-9.847542143004429e-05,1.1174171999999998,1.1181340999999998,1.11946155,47.423921,-0.0004449546686768,-0.0010858268252438,-0.0022703325540748,-1.0,-1.0,-1.0,-0.0006411574425643,-0.0011857932949999,-0.0018261904573678,0.0002299999999999,0.0002059234322959,0.0002686057664307,0.0003596204988607,1,0,0,-0.05152158,0,1,0,0.0,0.0
2020-01-02 19:25:00+00:00,1.11692,1.11696,1.11678,1.11682,129.0,-0.965926,0.258819,0,1,0,-8.953192708516244e-05,1.1173986,1.1181003,1.1194334499999998,45.140177,-0.0005178098486968,-0.0011450672180305,-0.0023346184625802,-1.0,-1.0,-1.0,-0.0006275823376489,-0.0011909149221865,-0.0018177498626647,0.0002328571428571,0.0002085001547761,0.0002686057664307,0.0003596204988607,1,0,0,-0.0971964599999999,0,1,0,0.0,0.0
